molecule,smiles
0669331715CF2778_01D8CA426027C078_6038_UN,CCCCCCCCCCC(COC(C(C)OC1CCCC1)=O)CCC
06758C10C87C8C83_E157AC2B3E2F679C_6038_UN,CC(CNC(C(C)N1C(C)CCC1C)=O)N2C[C@H](C)O[C@H](C)C2
0683B8B51730C068_54107C325F9BBCB8_6041_DP,CN(C1CCNC1)C2=NC=C(N=C2)NC35CC4CC(CC(C3)C4)C5
068BAEDA4F35C9B0_4ADA55808B205141_6038_UN,O(CC1=C[N]2C(=N1)C=CC=C2)C(=O)C3(CCCO3)C4CCCCO4
0694A27EBA491B90_8D01F68E010BC4DE_6039_UN,O(C1=CC3=C(C=C1)OC2(CCCC2)O3)CCCCCCCCCC
06973A6CA5BBE1EA_1326B31F7CF18C3E_6031_UN,CC(N1C(C)CCC1C)C(=O)OCC3(C(N)C2CC2)CCCO3
06A0EBD451FFAC29_D41329CAE958B3E9_7019_UN,CC(C)CCN(CCC(C)C)C(=O)C=CC1=C(C)ON=C1C2CC2
06A2A83CE3AEA9B1_658452146684CD6F_6031_UN,CCCCCCOCC(=O)OCCOCCOCCOCCCC
06A2A83CE3AEA9B1_658452146684CD6F_6038_UN,CCCCOCCOCCOCCOC(COCCCCCC)=O
06D964EA0DF099B3_D9C9EFA42AFE51EB_7009_UN,
06E55021AD9606DD_E2DC61D1E4100502_6039_UN,O(CC1=CC(=CC=C1)C2=CC=C(C=C2)F)CC4CC3OCCC3O4
06EC347D7CA2E162_351B3EB4605CED2C_6031_UN,O(C(=O)C(C1CC1)C2CCCO2)CC3=NC4=C(N=N3)C=CC=C4
06F985799558D040_4B164EE6C7D3BD9A_6031_UN,CCOC(=O)C1CCC(C)(C1)C(=O)OCCCCCCCC(OCC)=O
0709D27FCA9AFCDB_51BF272A09849320_6036_UN,
070E588CB72C67E5_CB604A9B599A4020_6031_UN,
070EA8E54BE5F058_B56ED7E700CBADC5_7019_DP,CC(C)CN2CCOC(CNC(=O)C=CC(CN)CC1CCOCC1)C2
0716CD4138BF3399_DAF5EEDF27C9CAA2_6034_UN,NCC2=NC1=C(N=CC=C1)N2CC3=CC4=C(C(=C3)Cl)OCCCO4
0721CD2F6A93B506_5E742B74240782B1_6038_DP,OC1C4(C(C1)NC(=O)C2(CCCO2)C3CCCO3)CCOCC4
073974E7B67B8D57_04E16E9404A7ED35_6041_DP,CN([C@H]1C[C@@H]2CC[C@H](C1)N2)C3=NC(=NC=C3)NC(CN(C)C)(C)C
073CDD1907F13188_EF86344FED1ED334_6039_UN,COC(=O)C3(OCC1COC(O1)C2=CC=CC=C2)CCCCCC3
07429FC56F20AD08_5615473B631546BC_6038_UN,
07432309F5AC815B_F1AE3C0A92CFC6DC_6035_UN,O(CC12CCN(CC1)C2)C5=C4N=C3C=CC=CC3=NC4=CC=C5
07677980CEBB4A45_0569C7D3FBA05D74_6031_UN,COC(=O)C13CC(C1)(C(=O)OCCOC2(CN)CCOCC2)C3
077C35107C89ACFC_3C392C32E3F81503_6041_UN,C1(=NC=C[N]2N=CC=C12)NC3C5CCC3CC4=C(C=CC=C4)C5
077C35107C89ACFC_6345BE66E55BB64B_6041_UN,C1(=NC=C[N]2N=CC=C12)NC3C5CCC3CC4=C(C=CC=C4)C5
077E1D2EB9549445_6C39938EA0EB14BA_6031_DP,OC(=O)CCC(=O)OCCOC(=O)CCC(=O)OCCN(C)N
0799A7EB3BAC2C3D_38227D148E35CB89_6031_DP,NCC1(CCCOC1)C(=O)OCC2(CN)COCC3COCCN23
07B21A326F0E9E08_6925F89C273B9A99_6031_UN,O(C(=O)CCC1NC(=O)NC1=O)CC(C)N
07C22745139FDE11_9E0400D0F588A1B0_6031_UN,
07D280C9EEFC9B93_641F8DC676D26CDF_6038_UN,CCN(CC)C(C)CNC(=O)CC1CCN(CC1)C(=O)OCC=C
07D9CB870D84FDF5_A82894196978A833_6038_UN,CC(OC(=O)C2CCC1=C(C=C(C=C1)F)O2)C3CCCCCC3
07EC42A757A70B36_12363FF9E6640909_6034_UN,FC2=C1N(C=CC1=CC=C2Cl)CC4CCC3=C(C=CC=C3)CC4
07EDA88BC28746AF_437CAFD230F5E3E1_6038_UN,CC(NC(C(C(CC)CC)N1CCOCC1)=O)C(=O)N2CCCCC2C
07F56F2FF150E84B_8D309FF322985FD6_6039_UN,CSCCC(OCCO[P](OCC)(=O)OCC)C(=O)OC(C)C
08345E4B17DF86BF_80F8D344A3D11CC8_6031_UN,O(C(=O)CN1CCCCCCC1=O)CCOC2(CN)CCCC2
0835FFADEE0008A8_E6E369AAF5EC1E3F_6039_UN,O(C1=CC=C(C=C1)CC2=CN=CC=C2)CCCCC3=CC=CC=C3
08425357448C4A7F_08BCFBF06EEE38DC_6038_UN,CN(C)C(=O)CCCCCNC(CCCO[Si](C(C)(C)C)(C)C)=O
085FDE3349CFAA62_D833E774CAE3A6C0_6039_UN,O(C[C@@H]1CC[C@H](C1)C2=CC=CC=C2)CC3=NN=C(C)O3
087E0D17F374B035_B92C6E418BEB09EF_6031_UN,O(C(=O)CCCOC1CCOCC1)CC(CN)CC2CCOCC2
087FF4F5724D5D18_ACDA3D3DD72148A7_6038_DP,N3CCC1(CCOC1)C(CNC(=O)CCNCC2=NC=CC=C2)C3
08861A9ADA08E76D_B9820B8F9A14B437_6029_UN,N(CC1=CC=C(S1)[S](=O)(=O)N2CCCCC2)[S](C3=CC(=C(OC)N=C3)[S](=O)(=O)Cl)(=O)=O
0887ED5DCB59726B_9A6BF67F88EA6AB6_6039_UN,CCOC(=O)CN2CCC(OCC(=O)N1CCCCCCC1)CC2
088ED84A90DE2815_8AF2959356E8F35A_6034_UN,FC1=C(C=C(C=C1)C2=NC=CN2CCOCC3=CC(=CC=C3)F)Br
0898411F8FBB8066_7181DA2C8A81E6D0_6031_UN,
08997023CD19519B_41310E5C72804D0C_6035_UN,O(C(CC1=CC=CC=C1)C2=CN=CC=C2)C3=CC=C(B(O)O)C=C3
08C067D5EC3B9DC8_10911A20C9380B60_6031_UN,O(C(=O)C1CCCCC1C2CCCO2)CC(N)C3=NC=CC=C3
08D2A46815F71692_5DE1B6E36C7CE8E4_6031_DP,O(C(=O)CCC1NC(=O)NC1=O)CCC(C)CN
08E7B13AD5EEE90C_6FDA4FB1F84E5DD6_6038_DP,OC(=O)CN3CCCCC(OC(=O)C12CC(OC1)CCO2)C3=O
08F57D86D055910D_27A309F7808A3B07_6031_UN,O(C(=O)C1=NC=C(C=C1)OCC(F)(F)F)CCSSCC(OC)=O
090B18C422DBAC7E_309C01CC33EFF640_6031_UN,O(C(=O)CN2C(=O)NC1(CCOCC1)C2=O)CC(OCC)OCC
0921B03A623BFFA2_52EF4E73F6A84151_6034_UN,CCCCN1C(=C(NC)C(=O)N(C1=O)C2=CC=CN(C)C2=O)N
092AD19FE70594B8_F30174742E3CA650_6038_DP,C[C@@H](NC(CCC(OCCOC(CCC(O)=O)=O)=O)=O)CC1=C[N](C)N=N1
0951C9B860956399_46EE1BAE0F85DA95_6031_UN,COC(=O)N1CCCC(C1)C(=O)OCCOC2(CN)CCCCC2
09584B5320BCEAD5_1958809720E18FD7_7009_UN,C[N]1C=C(C=C1C(=O)C(=O)N)[S](=O)(=O)NC([C@H](CCSC)NC(=O)C)=O
095A768105593490_C2765DD1B13855D7_6038_UN,CC(C)[N]1C=CC(=N1)C(C)NC(=O)CC3CCC2(CCCC2)CC3
096AF68D86ABF993_1074FFEFDB0292D7_6039_UN,CCC3=C(COCC(NC(C)C1CC2CCC1C2)=O)N=N[N]3CC
099F7709129DFB6A_9E01FF2D3A64A8F3_6038_UN,CCN(CC)C(=S)SCCCCOC(CCCO[Si](C(C)(C)C)(C)C)=O
09A18110616EDFA8_75ABA8CCCB60438C_6038_UN,CC(C)[N]1C=CC(=N1)C(C)NC(=O)C2CCCCC2C3CCCO3
09AEC07A3EAC508A_171DA434634DD891_6031_UN,CC1(CCCCCCC1)C(=O)OCCOCCOCCOCCN
09B7F066960B9078_C62AA1D9528A92BA_6038_UN,CC(C)OC(=O)[C@@H](C)OC(=O)C1(CCOCC1)C2CCCCO2
09BC10D630AFED22_A885801BC18A0E32_6041_UN,CC1=N[NH]C(=C1[N](=O)=O)N[C@@H]([C@H](CC)C)C(=O)OC(C)C
09CEECED84E8645E_5373D9EDD4F8DF3A_6041_UN,FC1=C(C=C(C=C1)OCC2=CC=CC=C2)NCC3=CC=C(C=C3)F
09E2530E4D1407A5_B20C8E38BC901C1C_6031_UN,NC(CC1OCCCC1)C(=O)OCC2(CN)COCC3COCCN23
09EB83FF9C359033_27C990CB98927F11_6031_UN,CC(C)OC(C)(C)C(=O)OC[C@@H]1CCCO[C@H]1C2=C[N](CC)N=C2
09FD6E5EA0937D9B_224AD04C0DFCA137_6041_UN,C1(=CC=C[N]2C=NC=C12)NCCN3CCN(CC3)C4=CC=CC=C4
09FD97FF3F8B4B34_1D8B20C5C127D902_6031_UN,COC(=O)N(C)CCCC(=O)OC[C@@H]1[C@@H](CN(C(OCC)=O)C1)N
0A02FCEFBCD78441_F6B2DE1A38E2BD83_6029_UN,CCCCC(N[S](C2=C1OCCC[N]1N=C2)(=O)=O)COC
0A3C7F8794EBEB64_E41C44928CC75331_6003_UN,C[N]3C=C(COC2=CC=C1C(N(C(C)C(=O)O)C(C1=C2)=O)=O)C=N3
0A3FC59713AAE6C0_A2BD56F94DFBEB19_7022_UN,C1(=CC=C(C=C1)OCC2=CC=C(C=C2)Cl)OCC3=CC=C(C=C3)I
0A41F356C4AB2FE3_C0CA538064CBC929_2201_DP,N1CC4(C1)C2=C6C5=C(N=C2C3=C(C=CC=C3)O4)C7=C(C=C5CC6)CCC7
0A5627B582A3CC43_48963BCEF4162A61_2201_UN,C23=NC1=C(C=NC=C1)C(=C2CCCC3C4=CCCCC4)C(F)(F)F
0A5B424BBBDC0931_D3B0829EF3D7DCC0_7022_UN,C1(=CSC=C1C(F)F)N[C@@H](COC)CC(=O)OC
0A5CA82BE0AE38A1_E546CDCC52AF1533_6039_UN,O(CC1=NN=C2CCOCC[N]12)CCCOCCC3=CC=CC=C3
0A6C42B1929E5DF4_F96562D66BC906D7_7019_DP,C(C(=O)N(C1CCCCC1)C2CCCCC2)=CC3=CNCCCC3
